,Organism,Protein Length
866,Organism2,289
867,Organism2,146
868,Organism2,286
869,Organism2,213
870,Organism2,575
871,Organism2,138
872,Organism2,434
873,Organism2,341
874,Organism2,356
875,Organism2,174
876,Organism2,155
877,Organism2,399
878,Organism2,118
879,Organism2,84
880,Organism2,271
881,Organism2,255
882,Organism2,261
883,Organism2,632
884,Organism2,1265
885,Organism2,367
886,Organism2,92
887,Organism2,118
888,Organism2,131
889,Organism2,214
890,Organism2,150
891,Organism2,463
892,Organism2,75
893,Organism2,103
894,Organism2,335
895,Organism2,211
896,Organism2,835
897,Organism2,286
898,Organism2,135
899,Organism2,199
900,Organism2,170
901,Organism2,244
902,Organism2,158
903,Organism2,228
904,Organism2,296
905,Organism2,527
906,Organism2,271
907,Organism2,101
908,Organism2,233
909,Organism2,158
910,Organism2,203
911,Organism2,1651
912,Organism2,323
913,Organism2,170
914,Organism2,439
915,Organism2,158
916,Organism2,893
917,Organism2,242
918,Organism2,647
919,Organism2,82
920,Organism2,420
921,Organism2,486
922,Organism2,480
923,Organism2,631
924,Organism2,328
925,Organism2,374
926,Organism2,433
927,Organism2,62
928,Organism2,81
929,Organism2,216
930,Organism2,449
931,Organism2,190
932,Organism2,154
933,Organism2,410
934,Organism2,107
935,Organism2,468
936,Organism2,222
937,Organism2,1192
938,Organism2,240
939,Organism2,200
940,Organism2,178
941,Organism2,167
942,Organism2,319
943,Organism2,243
944,Organism2,155
945,Organism2,106
946,Organism2,128
947,Organism2,344
948,Organism2,128
949,Organism2,193
950,Organism2,183
951,Organism2,850
952,Organism2,262
953,Organism2,124
954,Organism2,92
955,Organism2,658
956,Organism2,68
957,Organism2,556
958,Organism2,76
959,Organism2,71
960,Organism2,337
961,Organism2,770
962,Organism2,296
963,Organism2,362
964,Organism2,113
965,Organism2,482
966,Organism2,170
967,Organism2,378
968,Organism2,114
969,Organism2,53
970,Organism2,87
971,Organism2,450
972,Organism2,160
973,Organism2,272
974,Organism2,282
975,Organism2,139
976,Organism2,201
977,Organism2,138
978,Organism2,354
979,Organism2,33
980,Organism2,429
981,Organism2,227
982,Organism2,267
983,Organism2,473
984,Organism2,284
985,Organism2,275
986,Organism2,482
987,Organism2,328
988,Organism2,426
989,Organism2,273
990,Organism2,236
991,Organism2,308
992,Organism2,58
993,Organism2,110
994,Organism2,254
995,Organism2,60
996,Organism2,136
997,Organism2,161
998,Organism2,61
999,Organism2,339
1000,Organism2,342
1001,Organism2,101
1002,Organism2,133
1003,Organism2,73
1004,Organism2,718
1005,Organism2,628
1006,Organism2,225
1007,Organism2,532
1008,Organism2,217
1009,Organism2,828
1010,Organism2,455
1011,Organism2,575
1012,Organism2,467
1013,Organism2,522
1014,Organism2,361
1015,Organism2,371
1016,Organism2,160
1017,Organism2,295
1018,Organism2,136
1019,Organism2,326
1020,Organism2,498
1021,Organism2,44
1022,Organism2,929
1023,Organism2,87
1024,Organism2,120
1025,Organism2,312
1026,Organism2,210
1027,Organism2,538
1028,Organism2,418
1029,Organism2,214
1030,Organism2,273
1031,Organism2,72
1032,Organism2,321
1033,Organism2,477
1034,Organism2,201
1035,Organism2,468
1036,Organism2,74
1037,Organism2,510
1038,Organism2,129
1039,Organism2,101
1040,Organism2,200
1041,Organism2,31
1042,Organism2,359
1043,Organism2,95
1044,Organism2,901
1045,Organism2,70
1046,Organism2,167
1047,Organism2,457
1048,Organism2,118
1049,Organism2,105
1050,Organism2,48
1051,Organism2,88
1052,Organism2,326
1053,Organism2,341
1054,Organism2,211
1055,Organism2,729
1056,Organism2,470
1057,Organism2,314
1058,Organism2,329
1059,Organism2,1720
1060,Organism2,492
1061,Organism2,455
1062,Organism2,61
1063,Organism2,443
1064,Organism2,222
1065,Organism2,283
1066,Organism2,40
1067,Organism2,433
1068,Organism2,470
1069,Organism2,109
1070,Organism2,283
1071,Organism2,551
1072,Organism2,589
1073,Organism2,59
1074,Organism2,274
1075,Organism2,323
1076,Organism2,110
1077,Organism2,116
1078,Organism2,461
1079,Organism2,291
1080,Organism2,316
1081,Organism2,93
1082,Organism2,748
1083,Organism2,74
1084,Organism2,293
1085,Organism2,266
1086,Organism2,112
1087,Organism2,37
1088,Organism2,778
1089,Organism2,393
1090,Organism2,209
1091,Organism2,901
1092,Organism2,305
1093,Organism2,560
1094,Organism2,323
1095,Organism2,185
1096,Organism2,250
1097,Organism2,168
1098,Organism2,436
1099,Organism2,92
1100,Organism2,532
1101,Organism2,78
1102,Organism2,62
1103,Organism2,160
1104,Organism2,384
1105,Organism2,160
1106,Organism2,227
1107,Organism2,275
1108,Organism2,395
1109,Organism2,227
1110,Organism2,105
1111,Organism2,39
1112,Organism2,160
1113,Organism2,84
1114,Organism2,271
1115,Organism2,47
1116,Organism2,247
1117,Organism2,175
1118,Organism2,342
1119,Organism2,143
1120,Organism2,116
1121,Organism2,191
1122,Organism2,48
1123,Organism2,350
1124,Organism2,168
1125,Organism2,111
1126,Organism2,379
1127,Organism2,125
1128,Organism2,190
1129,Organism2,194
1130,Organism2,320
1131,Organism2,162
1132,Organism2,269
1133,Organism2,488
1134,Organism2,258
1135,Organism2,260
1136,Organism2,55
1137,Organism2,476
1138,Organism2,81
1139,Organism2,174
1140,Organism2,184
1141,Organism2,53
1142,Organism2,101
1143,Organism2,217
1144,Organism2,609
1145,Organism2,886
1146,Organism2,482
1147,Organism2,459
1148,Organism2,116
1149,Organism2,506
1150,Organism2,815
1151,Organism2,239
1152,Organism2,424
1153,Organism2,382
1154,Organism2,234
1155,Organism2,425
1156,Organism2,378
1157,Organism2,91
1158,Organism2,320
1159,Organism2,150
1160,Organism2,817
1161,Organism2,55
1162,Organism2,422
1163,Organism2,275
1164,Organism2,101
1165,Organism2,108
1166,Organism2,239
1167,Organism2,490
1168,Organism2,353
1169,Organism2,716
1170,Organism2,575
1171,Organism2,128
1172,Organism2,126
1173,Organism2,314
1174,Organism2,119
1175,Organism2,96
1176,Organism2,72
1177,Organism2,129
1178,Organism2,392
1179,Organism2,155
1180,Organism2,707
1181,Organism2,103
1182,Organism2,39
1183,Organism2,64
1184,Organism2,122
1185,Organism2,255
1186,Organism2,83
1187,Organism2,206
1188,Organism2,519
1189,Organism2,141
1190,Organism2,425
1191,Organism2,440
1192,Organism2,531
1193,Organism2,108
1194,Organism2,33
1195,Organism2,183
1196,Organism2,281
1197,Organism2,482
1198,Organism2,102
1199,Organism2,314
1200,Organism2,119
1201,Organism2,303
1202,Organism2,51
1203,Organism2,108
1204,Organism2,1866
1205,Organism2,133
1206,Organism2,198
1207,Organism2,302
1208,Organism2,217
1209,Organism2,139
1210,Organism2,294
1211,Organism2,167
1212,Organism2,112
1213,Organism2,70
1214,Organism2,114
1215,Organism2,46
1216,Organism2,288
1217,Organism2,830
1218,Organism2,51
1219,Organism2,704
1220,Organism2,870
1221,Organism2,95
1222,Organism2,48
1223,Organism2,402
1224,Organism2,276
1225,Organism2,32
1226,Organism2,406
1227,Organism2,474
1228,Organism2,150
1229,Organism2,233
1230,Organism2,81
1231,Organism2,96
1232,Organism2,427
1233,Organism2,648
1234,Organism2,328
1235,Organism2,702
1236,Organism2,217
1237,Organism2,308
1238,Organism2,511
1239,Organism2,138
1240,Organism2,522
1241,Organism2,558
1242,Organism2,190
1243,Organism2,130
1244,Organism2,589
1245,Organism2,211
1246,Organism2,516
1247,Organism2,80
1248,Organism2,105
1249,Organism2,287
1250,Organism2,1142
1251,Organism2,318
1252,Organism2,349
1253,Organism2,248
1254,Organism2,54
1255,Organism2,1252
1256,Organism2,394
1257,Organism2,111
1258,Organism2,311
1259,Organism2,86
1260,Organism2,463
1261,Organism2,699
1262,Organism2,98
1263,Organism2,99
1264,Organism2,498
1265,Organism2,212
1266,Organism2,404
1267,Organism2,47
1268,Organism2,125
1269,Organism2,128
1270,Organism2,41
1271,Organism2,51
1272,Organism2,595
1273,Organism2,161
1274,Organism2,254
1275,Organism2,159
1276,Organism2,237
1277,Organism2,282
1278,Organism2,69
1279,Organism2,44
1280,Organism2,162
1281,Organism2,181
1282,Organism2,101
1283,Organism2,432
1284,Organism2,432
1285,Organism2,95
1286,Organism2,272
1287,Organism2,325
1288,Organism2,104
1289,Organism2,1324
1290,Organism2,74
1291,Organism2,305
1292,Organism2,156
1293,Organism2,264
1294,Organism2,426
1295,Organism2,338
1296,Organism2,323
1297,Organism2,183
1298,Organism2,244
1299,Organism2,31
1300,Organism2,256
1301,Organism2,636
1302,Organism2,209
1303,Organism2,81
1304,Organism2,831
1305,Organism2,27
1306,Organism2,390
1307,Organism2,390
1308,Organism2,312
1309,Organism2,269
1310,Organism2,216
1311,Organism2,226
1312,Organism2,197
1313,Organism2,450
1314,Organism2,187
1315,Organism2,317
1316,Organism2,262
1317,Organism2,588
1318,Organism2,426
1319,Organism2,123
1320,Organism2,99
1321,Organism2,1305
1322,Organism2,157
1323,Organism2,169
1324,Organism2,387
1325,Organism2,220
1326,Organism2,314
1327,Organism2,342
1328,Organism2,457
1329,Organism2,589
1330,Organism2,375
1331,Organism2,279
1332,Organism2,428
1333,Organism2,310
1334,Organism2,236
1335,Organism2,205
1336,Organism2,35
1337,Organism2,266
1338,Organism2,499
1339,Organism2,458
1340,Organism2,454
1341,Organism2,152
1342,Organism2,306
1343,Organism2,220
1344,Organism2,218
1345,Organism2,185
1346,Organism2,96
1347,Organism2,211
1348,Organism2,209
1349,Organism2,236
1350,Organism2,465
1351,Organism2,191
1352,Organism2,306
1353,Organism2,67
1354,Organism2,112
1355,Organism2,103
1356,Organism2,347
1357,Organism2,836
1358,Organism2,99
1359,Organism2,728
1360,Organism2,362
1361,Organism2,36
1362,Organism2,114
1363,Organism2,85
1364,Organism2,103
1365,Organism2,65
1366,Organism2,126
1367,Organism2,464
1368,Organism2,126
1369,Organism2,396
1370,Organism2,574
1371,Organism2,313
1372,Organism2,232
1373,Organism2,1426
1374,Organism2,153
1375,Organism2,170
1376,Organism2,172
1377,Organism2,388
1378,Organism2,78
1379,Organism2,263
1380,Organism2,404
1381,Organism2,35
1382,Organism2,79
1383,Organism2,162
1384,Organism2,882
1385,Organism2,259
1386,Organism2,180
1387,Organism2,67
1388,Organism2,40
1389,Organism2,116
1390,Organism2,374
1391,Organism2,336
1392,Organism2,118
1393,Organism2,262
1394,Organism2,86
1395,Organism2,317
1396,Organism2,235
1397,Organism2,172
1398,Organism2,143
1399,Organism2,155
1400,Organism2,571
1401,Organism2,129
1402,Organism2,247
1403,Organism2,305
1404,Organism2,234
1405,Organism2,488
1406,Organism2,175
1407,Organism2,220
1408,Organism2,281
1409,Organism2,61
1410,Organism2,237
1411,Organism2,221
1412,Organism2,143
1413,Organism2,136
1414,Organism2,229
1415,Organism2,244
1416,Organism2,1511
1417,Organism2,68
1418,Organism2,204
1419,Organism2,270
1420,Organism2,275
1421,Organism2,285
1422,Organism2,536
1423,Organism2,195
1424,Organism2,96
1425,Organism2,189
1426,Organism2,58
1427,Organism2,321
1428,Organism2,69
1429,Organism2,1554
1430,Organism2,69
1431,Organism2,209
1432,Organism2,494
1433,Organism2,277
1434,Organism2,151
1435,Organism2,684
1436,Organism2,490
1437,Organism2,272
1438,Organism2,100
1439,Organism2,779
1440,Organism2,109
1441,Organism2,88
1442,Organism2,221
1443,Organism2,267
1444,Organism2,107
1445,Organism2,293
1446,Organism2,512
1447,Organism2,63
1448,Organism2,55
1449,Organism2,389
1450,Organism2,233
1451,Organism2,133
1452,Organism2,54
1453,Organism2,120
1454,Organism2,41
1455,Organism2,310
1456,Organism2,240
1457,Organism2,181
1458,Organism2,46
1459,Organism2,294
1460,Organism2,403
1461,Organism2,219
1462,Organism2,301
1463,Organism2,176
1464,Organism2,296
1465,Organism2,89
1466,Organism2,355
1467,Organism2,745
1468,Organism2,68
1469,Organism2,104
1470,Organism2,901
1471,Organism2,123
1472,Organism2,557
1473,Organism2,464
1474,Organism2,111
1475,Organism2,144
1476,Organism2,123
1477,Organism2,402
1478,Organism2,277
1479,Organism2,1049
1480,Organism2,121
1481,Organism2,73
1482,Organism2,93
1483,Organism2,405
1484,Organism2,562
1485,Organism2,202
1486,Organism2,252
1487,Organism2,156
1488,Organism2,423
1489,Organism2,244
1490,Organism2,260
1491,Organism2,379
1492,Organism2,574
1493,Organism2,224
1494,Organism2,582
1495,Organism2,229
1496,Organism2,1305
1497,Organism2,359
1498,Organism2,395
1499,Organism2,269
1500,Organism2,324
1501,Organism2,60
1502,Organism2,456
1503,Organism2,143
1504,Organism2,254
1505,Organism2,263
1506,Organism2,177
1507,Organism2,295
1508,Organism2,119
1509,Organism2,170
1510,Organism2,204
1511,Organism2,341
1512,Organism2,270
1513,Organism2,299
1514,Organism2,256
1515,Organism2,139
1516,Organism2,172
1517,Organism2,44
1518,Organism2,207
1519,Organism2,138
1520,Organism2,308
1521,Organism2,188
1522,Organism2,147
1523,Organism2,236
1524,Organism2,357
1525,Organism2,803
1526,Organism2,139
1527,Organism2,334
1528,Organism2,295
1529,Organism2,283
1530,Organism2,51
1531,Organism2,63
1532,Organism2,395
1533,Organism2,84
1534,Organism2,283
1535,Organism2,471
1536,Organism2,172
1537,Organism2,291
1538,Organism2,560
1539,Organism2,433
1540,Organism2,281
1541,Organism2,267
1542,Organism2,320
1543,Organism2,59
1544,Organism2,181
1545,Organism2,143
1546,Organism2,72
1547,Organism2,79
1548,Organism2,378
1549,Organism2,106
1550,Organism2,109
1551,Organism2,226
1552,Organism2,264
1553,Organism2,42
1554,Organism2,394
1555,Organism2,78
1556,Organism2,245
1557,Organism2,237
1558,Organism2,207
1559,Organism2,433
1560,Organism2,245
1561,Organism2,188
1562,Organism2,115
1563,Organism2,550
1564,Organism2,312
1565,Organism2,90
1566,Organism2,625
1567,Organism2,354
1568,Organism2,144
1569,Organism2,520
1570,Organism2,159
1571,Organism2,274
1572,Organism2,503
1573,Organism2,309
1574,Organism2,371
1575,Organism2,267
1576,Organism2,429
1577,Organism2,277
1578,Organism2,496
1579,Organism2,241
1580,Organism2,225
1581,Organism2,461
1582,Organism2,161
1583,Organism2,204
1584,Organism2,711
1585,Organism2,377
1586,Organism2,259
1587,Organism2,537
1588,Organism2,492
1589,Organism2,282
1590,Organism2,126
1591,Organism2,116
1592,Organism2,307
1593,Organism2,41
1594,Organism2,634
1595,Organism2,272
1596,Organism2,171
1597,Organism2,77
1598,Organism2,461
1599,Organism2,286
1600,Organism2,106
1601,Organism2,246
1602,Organism2,264
1603,Organism2,230
1604,Organism2,428
1605,Organism2,159
1606,Organism2,186
1607,Organism2,382
1608,Organism2,159
1609,Organism2,280
1610,Organism2,499
1611,Organism2,133
1612,Organism2,96
1613,Organism2,250
1614,Organism2,214
1615,Organism2,254
1616,Organism2,274
1617,Organism2,295
1618,Organism2,266
1619,Organism2,117
1620,Organism2,103
1621,Organism2,381
1622,Organism2,162
1623,Organism2,82
1624,Organism2,825
1625,Organism2,135
1626,Organism2,134
1627,Organism2,464
1628,Organism2,70
1629,Organism2,86
1630,Organism2,356
1631,Organism2,356
1632,Organism2,113
1633,Organism2,212
1634,Organism2,550
1635,Organism2,120
1636,Organism2,103
1637,Organism2,49
1638,Organism2,961
1639,Organism2,401
1640,Organism2,201
1641,Organism2,217
1642,Organism2,228
1643,Organism2,422
1644,Organism2,38
1645,Organism2,236
1646,Organism2,45
1647,Organism2,80
1648,Organism2,413
1649,Organism2,258
1650,Organism2,164
1651,Organism2,47
1652,Organism2,925
1653,Organism2,104
1654,Organism2,81
1655,Organism2,275
1656,Organism2,160
1657,Organism2,143
1658,Organism2,276
1659,Organism2,495
1660,Organism2,257
1661,Organism2,324
1662,Organism2,232
1663,Organism2,208
1664,Organism2,923
1665,Organism2,300
1666,Organism2,648
1667,Organism2,136
1668,Organism2,74
1669,Organism2,127
1670,Organism2,493
1671,Organism2,124
1672,Organism2,193
1673,Organism2,147
1674,Organism2,271
1675,Organism2,488
1676,Organism2,400
1677,Organism2,111
1678,Organism2,262
1679,Organism2,346
1680,Organism2,285
1681,Organism2,612
1682,Organism2,407
1683,Organism2,179
1684,Organism2,263
1685,Organism2,234
1686,Organism2,382
1687,Organism2,176
1688,Organism2,1294
1689,Organism2,444
1690,Organism2,144
1691,Organism2,131
1692,Organism2,718
1693,Organism2,234
1694,Organism2,125
1695,Organism2,261
1696,Organism2,118
1697,Organism2,261
1698,Organism2,280
1699,Organism2,108
1700,Organism2,561
1701,Organism2,176
1702,Organism2,269
1703,Organism2,109
1704,Organism2,427
1705,Organism2,454
1706,Organism2,571
1707,Organism2,1103
1708,Organism2,288
1709,Organism2,205
1710,Organism2,341
1711,Organism2,289
1712,Organism2,1047
1713,Organism2,371
1714,Organism2,126
1715,Organism2,256
1716,Organism2,127
1717,Organism2,457
1718,Organism2,420
1719,Organism2,33
1720,Organism2,858
1721,Organism2,453
1722,Organism2,659
1723,Organism2,129
1724,Organism2,620
1725,Organism2,437
1726,Organism2,665
1727,Organism2,433
1728,Organism2,294
1729,Organism2,238
1730,Organism2,160
1731,Organism2,149
1732,Organism2,487
1733,Organism2,281
1734,Organism2,110
1735,Organism2,118
1736,Organism2,304
1737,Organism2,242
1738,Organism2,149
1739,Organism2,237
1740,Organism2,442
1741,Organism2,384
1742,Organism2,136
1743,Organism2,30
1744,Organism2,328
1745,Organism2,331
1746,Organism2,896
1747,Organism2,171
1748,Organism2,253
1749,Organism2,197
1750,Organism2,691
1751,Organism2,124
1752,Organism2,244
1753,Organism2,508
1754,Organism2,408
1755,Organism2,267
1756,Organism2,144
1757,Organism2,365
1758,Organism2,220
1759,Organism2,155
1760,Organism2,559
1761,Organism2,233
1762,Organism2,370
1763,Organism2,33
1764,Organism2,110
1765,Organism2,244
1766,Organism2,126
1767,Organism2,311
1768,Organism2,293
1769,Organism2,135
1770,Organism2,147
1771,Organism2,72
1772,Organism2,850
1773,Organism2,471
1774,Organism2,446
1775,Organism2,279
1776,Organism2,120
1777,Organism2,89
1778,Organism2,110
1779,Organism2,407
1780,Organism2,63
1781,Organism2,71
1782,Organism2,160
1783,Organism2,265
1784,Organism2,68
1785,Organism2,182
1786,Organism2,49
1787,Organism2,345
1788,Organism2,296
1789,Organism2,309
1790,Organism2,202
1791,Organism2,382
1792,Organism2,66
1793,Organism2,34
1794,Organism2,239
1795,Organism2,240
1796,Organism2,403
1797,Organism2,166
1798,Organism2,569
1799,Organism2,458
1800,Organism2,381
1801,Organism2,244
1802,Organism2,276
1803,Organism2,502
1804,Organism2,294
1805,Organism2,275
1806,Organism2,476
1807,Organism2,67
1808,Organism2,778
1809,Organism2,292
1810,Organism2,322
1811,Organism2,325
1812,Organism2,224
1813,Organism2,467
1814,Organism2,79
1815,Organism2,159
1816,Organism2,537
1817,Organism2,252
1818,Organism2,280
1819,Organism2,73
1820,Organism2,120
1821,Organism2,286
1822,Organism2,100
1823,Organism2,1075
1824,Organism2,108
1825,Organism2,104
1826,Organism2,152
1827,Organism2,243
1828,Organism2,173
1829,Organism2,977
